game_name,최적화#프레임,최적화#조작감,시스템#버그,콘텐츠#볼륨,콘텐츠#몰입도,시스템#밸런스,시스템#독창성,시스템#자유도,UX#그래픽,UX#캐릭터디자인,UX#사운드,스토리#내러티브,운영#핵/치트,운영#업데이트,콘텐츠#난이도,시스템#진입장벽,콘텐츠#피로도
Counter-Strike,,,,,1,,1,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,1,1,,,1,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,1,,,,,,,,,,,,
Counter-Strike,,,,1,1,,1,,1,,,,,,,,
Counter-Strike,,,,,1,,,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,1,,1,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,1,,,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,,,,,,,,,,,,,
Counter-Strike,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,1,,,,,,,,,1,
Counter-Strike: Source,1,,,,1,,,,,,,,,,,-1,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,0,,,
Counter-Strike: Source,,,,,-1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,1,1,,,,,,1,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,-1,-1,,,0,,,,-1,,,,,,,-1,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,,1,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,-1,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,1,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,0,1,,1,1,0,1,1,1,0,1,0,,0,0,-1,-1
Counter-Strike: Source,,,,1,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,-1,,,-1,,,,,,,-1,-1,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,-1,,0,-1,-1,,,,,-1,,-1
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,1,,,
Counter-Strike: Source,,,,,1,,1,,,,,,,,,,
Counter-Strike: Source,,,,0,1,,,,,,,,,0,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,1,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,1,1,1,,,,,,1,,,
Counter-Strike: Source,1,1,,,,1,,,1,,1,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,-1,,-1,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,-1,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,1,,,,0,,,
Counter-Strike: Source,,,-1,,1,-1,,,,,,,,-1,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,,1,,,,,,-1,-1,,-1,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,1,1,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,1,1,,,,,,,
Counter-Strike: Source,,,,,,,,0,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,1,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,,,,,,,,,-1,,,,
Counter-Strike: Source,,,,,1,-1,,,,,,,-1,,,-1,-1
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,1,1,-1,1,1,,,,,,0,,,
Counter-Strike: Source,,,,,,,,,,,,,,,,,
Counter-Strike: Source,,,,,-1,-1,,,,,,,,,,,
Counter-Strike: Source,,,-1,,0,,,,,,,,,0,,,
Dota 2,,,,1,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,-1,
Dota 2,,,-1,-1,-1,-1,,,,,,,-1,-1,,-1,-1
Dota 2,,,,,1,-1,,,,,,,,0,-1,-1,
Dota 2,,,,,-1,,,,,-1,,,,,,,
Dota 2,,,,,-1,,,,,,,,,,,,
Dota 2,,,,,,-1,,,,,,,,-1,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,-1,,,
Dota 2,,,,,,,,-1,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,1,,,,,,,,1,,,
Dota 2,,,,,,,,,,,,,,,,-1,
Dota 2,,,,,,-1,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,-1,,,,,,,-1,,,-1,
Dota 2,,,,,,,-1,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,-1,,,,,,,-1,,-1,,,,,,
Dota 2,,,,0,0,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,-1,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,-1,,-1,-1,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,-1,
Dota 2,,,,,,,,,,,,,,-1,,,
Dota 2,,,,,,,,,,,,,-1,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,-1,,,,,,,,-1,,-1,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,1,,,,,,,1,,1,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,0,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,-1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,1,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,-1,-1,,,,,,,,,,-1,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,-1,,
Dota 2,,,,,,,,1,1,1,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,-1
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,1,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,-1,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,-1,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,-1,,,-1,,,,,,,-1,,,,-1
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,1,,1,,,,,,,1,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,0,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,1,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,-1,,,,
Dota 2,,,,,1,-1,,,,,,,,,,,
Dota 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,-1,0,-1,1,1,,,,0,,0,,,0,,,
Counter-Strike 2,,,,,1,,1,1,,,,1,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,1,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,-1,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,-1,-1,,,,,,,-1,,,,
Counter-Strike 2,,,,,,-1,,-1,,,,,,-1,,,-1
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,-1,1,1,,,,,,,-1,-1,
Counter-Strike 2,,,,,1,,1,1,,,,1,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,1,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,-1
Counter-Strike 2,,,,,1,,,,,-1,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,1,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,1,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,-1,,,,
Counter-Strike 2,,,,,-1,-1,-1,,-1,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,-1,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,-1,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,-1,,,,,,,-1,-1,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,-1,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,1,,1,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,,,,,,,,,-1,,,,
Counter-Strike 2,,,,,0,,,,,,,,,,,,-1
Counter-Strike 2,,,-1,,,-1,,,,,,,,0,,,
Counter-Strike 2,,,,,1,,,1,,,,1,,,,,-1
Counter-Strike 2,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,-1,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,1,,-1,,1,,,,,,,1,,,,-1,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,-1,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,,,,,,,,,,-1,-1
Insaniquarium Deluxe,,,,,1,,,,,,,,,,1,-1,
Insaniquarium Deluxe,,,,0,0,,,,,,,,,,,,-1
Insaniquarium Deluxe,0,,-1,,1,0,1,1,,,,,,0,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,-1,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,0,,1,,,,,,,1,,,,,
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,-1,,,
Insaniquarium Deluxe,-1,,0,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,1,,,1,,1,,1,,1,1,,,,,
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,-1,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,1,1,,,,,,-1,,,
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,1,1,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,1,,,,1,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,,,,,,,,,-1,-1,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,-1,
Insaniquarium Deluxe,-1,,-1,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,1,1,1,,,,,,,,
Insaniquarium Deluxe,-1,-1,-1,-1,1,,-1,-1,0,,,,,-1,,-1,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,1,1,,,,,,,,,
Insaniquarium Deluxe,,,-1,,,,,,,,,,-1,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,-1,-1,-1
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,1,,,,,,,,,,-1,,-1
Insaniquarium Deluxe,-1,,-1,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,1,,,,,,,
Insaniquarium Deluxe,,,-1,,,,,,,,,,,,-1,-1,-1
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,1,,,,,,,1,,,
Insaniquarium Deluxe,-1,,-1,-1,1,,1,,,,,,,1,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,0,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,1,-1,
Insaniquarium Deluxe,,,,-1,1,,,,,,,,,,-1,-1,-1
Insaniquarium Deluxe,,,,,,,,1,,1,,-1,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,-1,,-1,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,-1
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,1,1,,,,,,1,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,-1,-1,-1
Insaniquarium Deluxe,,,,-1,1,,1,1,,,,,,,-1,-1,
Insaniquarium Deluxe,,-1,,,1,,,,1,,,,,,,,-1
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,1,1,,,,,,,1,,,,,
Insaniquarium Deluxe,,,-1,1,1,,,1,,,,1,-1,0,-1,-1,-1
Insaniquarium Deluxe,,,,,0,,,,,,,,,,,,-1
Insaniquarium Deluxe,-1,,-1,,,,,,,,,,,-1,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,,,,,,,,,,,,,
Insaniquarium Deluxe,,,,,1,,,,,,,,,,,,
